geomid,naics,workers
8849950653fffff,Energy,557
8849950653fffff,Financial,48
8849950653fffff,Health,74
8849950653fffff,Hospitality,267
8849950653fffff,Information,16
8849950653fffff,Manufacturing,101
8849950653fffff,Other,278
8849950653fffff,Professional Service,21
8849950653fffff,Public Administration,30
8849950653fffff,Real Estate,14
8849950653fffff,Retail,911
8849950653fffff,Transportation,2
8849950653fffff,Wholesale,4
8849950655fffff,Art/Culture,13
8849950655fffff,Business Support,21
8849950655fffff,Education,47
8849950655fffff,Energy,1
8849950655fffff,Financial,17
8849950655fffff,Health,11
8849950655fffff,Hospitality,250
8849950655fffff,Manufacturing,225
8849950655fffff,Other,352
8849950655fffff,Professional Service,9
8849950655fffff,Public Administration,279
8849950655fffff,Real Estate,6
8849950655fffff,Retail,850
8849950655fffff,Transportation,40
8849950655fffff,Wholesale,857
8849950657fffff,Art/Culture,6
8849950657fffff,Business Support,4
8849950657fffff,Education,87
8849950657fffff,Energy,44
8849950657fffff,Health,14
8849950657fffff,Hospitality,77
8849950657fffff,Manufacturing,81
8849950657fffff,Other,166
8849950657fffff,Professional Service,3
8849950657fffff,Retail,375
8849950657fffff,Wholesale,15
8849950659fffff,Art/Culture,3
8849950659fffff,Business Support,2
8849950659fffff,Construction,140
8849950659fffff,Education,212
8849950659fffff,Energy,13
8849950659fffff,Financial,23
8849950659fffff,Health,25
8849950659fffff,Hospitality,106
8849950659fffff,Information,46
8849950659fffff,Manufacturing,62
8849950659fffff,Other,192
8849950659fffff,Professional Service,7
8849950659fffff,Real Estate,17
8849950659fffff,Retail,643
8849950659fffff,Wholesale,41
884995065bfffff,Art/Culture,28
884995065bfffff,Business Support,21
884995065bfffff,Education,96
884995065bfffff,Energy,3
884995065bfffff,Financial,10
884995065bfffff,Health,122
884995065bfffff,Hospitality,257
884995065bfffff,Information,1
884995065bfffff,Manufacturing,107
884995065bfffff,Other,220
884995065bfffff,Professional Service,23
884995065bfffff,Public Administration,15
884995065bfffff,Real Estate,19
884995065bfffff,Retail,619
884995065bfffff,Wholesale,58
884995065dfffff,Art/Culture,25
884995065dfffff,Business Support,5
884995065dfffff,Construction,1
884995065dfffff,Education,17
884995065dfffff,Energy,28
884995065dfffff,Financial,10
884995065dfffff,Health,16
884995065dfffff,Hospitality,318
884995065dfffff,Manufacturing,153
884995065dfffff,Other,303
884995065dfffff,Professional Service,8
884995065dfffff,Public Administration,23
884995065dfffff,Real Estate,4
884995065dfffff,Retail,3006
884995065dfffff,Transportation,441
884995065dfffff,Wholesale,1088
8849950661fffff,Art/Culture,3
8849950661fffff,Business Support,23
8849950661fffff,Construction,3
8849950661fffff,Education,9
8849950661fffff,Financial,29
8849950661fffff,Health,3
8849950661fffff,Hospitality,109
8849950661fffff,Information,1
8849950661fffff,Manufacturing,433
8849950661fffff,Other,238
8849950661fffff,Public Administration,37
8849950661fffff,Real Estate,13
8849950661fffff,Retail,323
8849950661fffff,Transportation,407
8849950661fffff,Wholesale,293
8849950665fffff,Art/Culture,4
8849950665fffff,Business Support,22
8849950665fffff,Construction,2
8849950665fffff,Education,114
8849950665fffff,Energy,5
8849950665fffff,Health,63
8849950665fffff,Hospitality,123
8849950665fffff,Information,2
8849950665fffff,Manufacturing,81
8849950665fffff,Other,133
8849950665fffff,Professional Service,9
8849950665fffff,Public Administration,4
8849950665fffff,Real Estate,10
8849950665fffff,Retail,423
8849950665fffff,Transportation,49
8849950665fffff,Wholesale,37
8849950669fffff,Agriculture,8
8849950669fffff,Art/Culture,8
8849950669fffff,Business Support,24
8849950669fffff,Education,120
8849950669fffff,Energy,12
8849950669fffff,Financial,7
8849950669fffff,Health,54
8849950669fffff,Hospitality,159
8849950669fffff,Information,2
8849950669fffff,Manufacturing,257
8849950669fffff,Other,249
8849950669fffff,Professional Service,13
8849950669fffff,Public Administration,9
8849950669fffff,Real Estate,27
8849950669fffff,Retail,1138
8849950669fffff,Wholesale,40
884995066bfffff,Business Support,3
884995066bfffff,Education,4
884995066bfffff,Energy,360
884995066bfffff,Financial,18
884995066bfffff,Hospitality,37
884995066bfffff,Manufacturing,47
884995066bfffff,Other,116
884995066bfffff,Real Estate,5
884995066bfffff,Retail,202
884995066bfffff,Transportation,73
884995066bfffff,Wholesale,117
884995066dfffff,Art/Culture,4
884995066dfffff,Business Support,17
884995066dfffff,Education,27
884995066dfffff,Hospitality,31
884995066dfffff,Manufacturing,129
884995066dfffff,Other,90
884995066dfffff,Professional Service,3
884995066dfffff,Retail,170
884995066dfffff,Transportation,153
884995066dfffff,Wholesale,128
8849950681fffff,Art/Culture,4
8849950681fffff,Education,19
8849950681fffff,Health,4
8849950681fffff,Hospitality,47
8849950681fffff,Manufacturing,246
8849950681fffff,Other,57
8849950681fffff,Professional Service,1
8849950681fffff,Public Administration,7
8849950681fffff,Real Estate,3
8849950681fffff,Retail,114
8849950681fffff,Wholesale,18
8849950685fffff,Art/Culture,15
8849950685fffff,Business Support,3
8849950685fffff,Education,82
8849950685fffff,Energy,3
8849950685fffff,Health,16
8849950685fffff,Hospitality,71
8849950685fffff,Manufacturing,136
8849950685fffff,Other,159
8849950685fffff,Professional Service,10
8849950685fffff,Real Estate,5
8849950685fffff,Retail,457
8849950685fffff,Wholesale,11
8849950689fffff,Art/Culture,49
8849950689fffff,Business Support,35
8849950689fffff,Education,237
8849950689fffff,Energy,1
8849950689fffff,Financial,52
8849950689fffff,Health,190
8849950689fffff,Hospitality,373
8849950689fffff,Information,3
8849950689fffff,Manufacturing,100
8849950689fffff,Other,377
8849950689fffff,Professional Service,55
8849950689fffff,Public Administration,79
8849950689fffff,Real Estate,35
8849950689fffff,Retail,907
8849950689fffff,Wholesale,14
884995068bfffff,Art/Culture,3
884995068bfffff,Business Support,4
884995068bfffff,Construction,57
884995068bfffff,Education,142
884995068bfffff,Energy,3
884995068bfffff,Health,47
884995068bfffff,Hospitality,238
884995068bfffff,Manufacturing,82
884995068bfffff,Other,180
884995068bfffff,Professional Service,30
884995068bfffff,Public Administration,1
884995068bfffff,Real Estate,1
884995068bfffff,Retail,351
884995068bfffff,Transportation,98
884995068bfffff,Wholesale,56
884995068dfffff,Art/Culture,67
884995068dfffff,Business Support,3
884995068dfffff,Construction,6
884995068dfffff,Education,261
884995068dfffff,Financial,1
884995068dfffff,Health,133
884995068dfffff,Hospitality,273
884995068dfffff,Information,27
884995068dfffff,Manufacturing,78
884995068dfffff,Other,215
884995068dfffff,Professional Service,59
884995068dfffff,Real Estate,81
884995068dfffff,Retail,416
884995068dfffff,Transportation,36
884995068dfffff,Wholesale,8
8849950699fffff,Art/Culture,15
8849950699fffff,Business Support,14
8849950699fffff,Education,93
8849950699fffff,Energy,7
8849950699fffff,Health,46
8849950699fffff,Hospitality,189
8849950699fffff,Information,5
8849950699fffff,Manufacturing,153
8849950699fffff,Other,159
8849950699fffff,Professional Service,13
8849950699fffff,Public Administration,187
8849950699fffff,Real Estate,8
8849950699fffff,Retail,611
8849950699fffff,Transportation,1
8849950699fffff,Wholesale,18
88499506a1fffff,Business Support,4
88499506a1fffff,Education,93
88499506a1fffff,Energy,3
88499506a1fffff,Health,20
88499506a1fffff,Hospitality,55
88499506a1fffff,Manufacturing,45
88499506a1fffff,Other,69
88499506a1fffff,Professional Service,5
88499506a1fffff,Public Administration,6
88499506a1fffff,Real Estate,3
88499506a1fffff,Retail,285
88499506a1fffff,Wholesale,1
88499506a9fffff,Education,7
88499506a9fffff,Health,7
88499506a9fffff,Hospitality,30
88499506a9fffff,Manufacturing,32
88499506a9fffff,Other,39
88499506a9fffff,Professional Service,1
88499506a9fffff,Real Estate,2
88499506a9fffff,Retail,149
88499506a9fffff,Transportation,32
88499506a9fffff,Wholesale,6
88499506abfffff,Business Support,5
88499506abfffff,Education,78
88499506abfffff,Health,6
88499506abfffff,Hospitality,40
88499506abfffff,Manufacturing,26
88499506abfffff,Other,58
88499506abfffff,Real Estate,3
88499506abfffff,Retail,163
88499506abfffff,Wholesale,3
88499506adfffff,Art/Culture,12
88499506adfffff,Construction,4
88499506adfffff,Education,159
88499506adfffff,Energy,4
88499506adfffff,Health,20
88499506adfffff,Hospitality,103
88499506adfffff,Manufacturing,68
88499506adfffff,Other,114
88499506adfffff,Professional Service,8
88499506adfffff,Real Estate,2
88499506adfffff,Retail,169
88499506adfffff,Transportation,5
88499506adfffff,Wholesale,16
88499506c1fffff,Education,6
88499506c1fffff,Financial,29
88499506c1fffff,Manufacturing,4
88499506c1fffff,Other,4
88499506c1fffff,Retail,34
88499506c5fffff,Art/Culture,14
88499506c5fffff,Education,45
88499506c5fffff,Financial,13
88499506c5fffff,Health,5
88499506c5fffff,Hospitality,102
88499506c5fffff,Manufacturing,15
88499506c5fffff,Other,56
88499506c5fffff,Real Estate,16
88499506c5fffff,Retail,181
88499506c5fffff,Wholesale,3
88499506c7fffff,Business Support,2
88499506c7fffff,Construction,172
88499506c7fffff,Education,134
88499506c7fffff,Financial,26
88499506c7fffff,Health,22
88499506c7fffff,Hospitality,92
88499506c7fffff,Manufacturing,56
88499506c7fffff,Other,76
88499506c7fffff,Professional Service,8
88499506c7fffff,Public Administration,50
88499506c7fffff,Real Estate,15
88499506c7fffff,Retail,299
88499506c7fffff,Transportation,8
88499506c7fffff,Wholesale,2
88499506c9fffff,Art/Culture,16
88499506c9fffff,Education,171
88499506c9fffff,Financial,6
88499506c9fffff,Health,8
88499506c9fffff,Hospitality,14
88499506c9fffff,Manufacturing,18
88499506c9fffff,Other,26
88499506c9fffff,Retail,104
88499506c9fffff,Wholesale,2
88499506cbfffff,Art/Culture,3
88499506cbfffff,Business Support,10
88499506cbfffff,Education,64
88499506cbfffff,Health,1
88499506cbfffff,Hospitality,42
88499506cbfffff,Manufacturing,21
88499506cbfffff,Other,52
88499506cbfffff,Professional Service,2
88499506cbfffff,Public Administration,33
88499506cbfffff,Retail,201
88499506cbfffff,Wholesale,2
88499506cdfffff,Construction,25
88499506cdfffff,Health,2
88499506cdfffff,Hospitality,26
88499506cdfffff,Manufacturing,5
88499506cdfffff,Other,9
88499506cdfffff,Professional Service,1
88499506cdfffff,Retail,85
88499506d3fffff,Art/Culture,2
88499506d3fffff,Business Support,4
88499506d3fffff,Hospitality,8
88499506d3fffff,Manufacturing,12
88499506d3fffff,Other,5
88499506d3fffff,Retail,35
88499506d3fffff,Wholesale,3
88499506d5fffff,Art/Culture,8
88499506d5fffff,Education,215
88499506d5fffff,Health,15
88499506d5fffff,Hospitality,11
88499506d5fffff,Manufacturing,5
88499506d5fffff,Other,41
88499506d5fffff,Professional Service,8
88499506d5fffff,Retail,44
88499506e1fffff,Art/Culture,7
88499506e1fffff,Business Support,9
88499506e1fffff,Education,42
88499506e1fffff,Financial,3
88499506e1fffff,Health,191
88499506e1fffff,Hospitality,232
88499506e1fffff,Manufacturing,129
88499506e1fffff,Other,315
88499506e1fffff,Professional Service,8
88499506e1fffff,Public Administration,6
88499506e1fffff,Real Estate,16
88499506e1fffff,Retail,909
88499506e1fffff,Transportation,1
88499506e1fffff,Wholesale,40
88499506e3fffff,Art/Culture,12
88499506e3fffff,Construction,26
88499506e3fffff,Education,245
88499506e3fffff,Health,45
88499506e3fffff,Hospitality,88
88499506e3fffff,Manufacturing,42
88499506e3fffff,Other,101
88499506e3fffff,Professional Service,10
88499506e3fffff,Public Administration,10
88499506e3fffff,Real Estate,52
88499506e3fffff,Retail,110
88499506e3fffff,Wholesale,4
88499506e5fffff,Art/Culture,1
88499506e5fffff,Business Support,9
88499506e5fffff,Health,14
88499506e5fffff,Hospitality,15
88499506e5fffff,Manufacturing,26
88499506e5fffff,Other,29
88499506e5fffff,Professional Service,4
88499506e5fffff,Retail,115
88499506e5fffff,Wholesale,3
88499506e7fffff,Art/Culture,20
88499506e7fffff,Business Support,8
88499506e7fffff,Construction,62
88499506e7fffff,Education,337
88499506e7fffff,Energy,29
88499506e7fffff,Health,89
88499506e7fffff,Hospitality,223
88499506e7fffff,Information,1
88499506e7fffff,Manufacturing,132
88499506e7fffff,Other,236
88499506e7fffff,Professional Service,60
88499506e7fffff,Public Administration,16
88499506e7fffff,Real Estate,30
88499506e7fffff,Retail,867
88499506e7fffff,Transportation,107
88499506e7fffff,Wholesale,55
88499506e9fffff,Art/Culture,3
88499506e9fffff,Business Support,1
88499506e9fffff,Construction,14
88499506e9fffff,Education,73
88499506e9fffff,Financial,1
88499506e9fffff,Health,11
88499506e9fffff,Hospitality,41
88499506e9fffff,Manufacturing,308
88499506e9fffff,Other,82
88499506e9fffff,Real Estate,30
88499506e9fffff,Retail,441
88499506e9fffff,Transportation,9
88499506e9fffff,Wholesale,9
88499506ebfffff,Art/Culture,7
88499506ebfffff,Business Support,20
88499506ebfffff,Construction,21
88499506ebfffff,Education,186
88499506ebfffff,Energy,2
88499506ebfffff,Financial,67
88499506ebfffff,Health,9
88499506ebfffff,Hospitality,331
88499506ebfffff,Information,58
88499506ebfffff,Manufacturing,27
88499506ebfffff,Other,55
88499506ebfffff,Real Estate,16
88499506ebfffff,Retail,221
88499506ebfffff,Transportation,4
88499506ebfffff,Wholesale,14
88499506edfffff,Art/Culture,6
88499506edfffff,Business Support,19
88499506edfffff,Education,20
88499506edfffff,Financial,4
88499506edfffff,Health,66
88499506edfffff,Hospitality,163
88499506edfffff,Manufacturing,151
88499506edfffff,Other,177
88499506edfffff,Professional Service,54
88499506edfffff,Public Administration,373
88499506edfffff,Real Estate,110
88499506edfffff,Retail,723
88499506edfffff,Transportation,97
88499506edfffff,Wholesale,19
8849950701fffff,Business Support,3
8849950701fffff,Construction,17
8849950701fffff,Education,40
8849950701fffff,Financial,2
8849950701fffff,Health,16
8849950701fffff,Hospitality,46
8849950701fffff,Information,3
8849950701fffff,Manufacturing,31
8849950701fffff,Other,135
8849950701fffff,Professional Service,5
8849950701fffff,Public Administration,70
8849950701fffff,Real Estate,3
8849950701fffff,Retail,280
8849950701fffff,Transportation,16
8849950701fffff,Wholesale,9
8849950705fffff,Art/Culture,47
8849950705fffff,Business Support,8
8849950705fffff,Construction,4
8849950705fffff,Education,94
8849950705fffff,Financial,3
8849950705fffff,Health,109
8849950705fffff,Hospitality,117
8849950705fffff,Information,4
8849950705fffff,Manufacturing,84
8849950705fffff,Other,181
8849950705fffff,Professional Service,20
8849950705fffff,Public Administration,618
8849950705fffff,Real Estate,13
8849950705fffff,Retail,424
8849950705fffff,Transportation,17
8849950705fffff,Wholesale,17
8849950709fffff,Art/Culture,12
8849950709fffff,Business Support,1
8849950709fffff,Education,47
8849950709fffff,Health,19
8849950709fffff,Hospitality,20
8849950709fffff,Manufacturing,81
8849950709fffff,Other,22
8849950709fffff,Professional Service,11
8849950709fffff,Public Administration,97
8849950709fffff,Retail,136
8849950709fffff,Wholesale,32
884995070bfffff,Art/Culture,7
884995070bfffff,Business Support,3
884995070bfffff,Construction,12
884995070bfffff,Education,5
884995070bfffff,Energy,46
884995070bfffff,Health,12
884995070bfffff,Hospitality,62
884995070bfffff,Manufacturing,40
884995070bfffff,Other,120
884995070bfffff,Public Administration,3
884995070bfffff,Real Estate,3
884995070bfffff,Retail,211
884995070bfffff,Transportation,53
884995070bfffff,Wholesale,12
8849950717fffff,Hospitality,4
8849950717fffff,Manufacturing,6
8849950717fffff,Other,4
8849950717fffff,Retail,41
8849950721fffff,Art/Culture,3
8849950721fffff,Education,3
8849950721fffff,Health,1
8849950721fffff,Hospitality,5
8849950721fffff,Manufacturing,6
8849950721fffff,Other,6
8849950721fffff,Public Administration,68
8849950721fffff,Retail,19
8849950721fffff,Transportation,58
8849950723fffff,Education,17
8849950723fffff,Health,11
8849950723fffff,Hospitality,10
8849950723fffff,Manufacturing,14
8849950723fffff,Other,37
8849950723fffff,Professional Service,5
8849950723fffff,Retail,116
8849950723fffff,Wholesale,14
8849950727fffff,Business Support,1
8849950727fffff,Education,8
8849950727fffff,Health,6
8849950727fffff,Hospitality,7
8849950727fffff,Information,2
8849950727fffff,Manufacturing,10
8849950727fffff,Other,7
8849950727fffff,Public Administration,65
8849950727fffff,Retail,68
8849950727fffff,Wholesale,2
8849950729fffff,Art/Culture,27
8849950729fffff,Education,87
8849950729fffff,Energy,27
8849950729fffff,Financial,36
8849950729fffff,Health,59
8849950729fffff,Hospitality,39
8849950729fffff,Manufacturing,69
8849950729fffff,Other,38
8849950729fffff,Professional Service,7
8849950729fffff,Public Administration,3
8849950729fffff,Real Estate,1
8849950729fffff,Retail,167
8849950729fffff,Transportation,9
8849950729fffff,Wholesale,4
884995072bfffff,Art/Culture,2
884995072bfffff,Construction,20
884995072bfffff,Education,9
884995072bfffff,Energy,7
884995072bfffff,Financial,8
884995072bfffff,Health,4
884995072bfffff,Hospitality,29
884995072bfffff,Manufacturing,139
884995072bfffff,Other,43
884995072bfffff,Professional Service,9
884995072bfffff,Retail,76
884995072bfffff,Wholesale,19
8849950741fffff,Art/Culture,6
8849950741fffff,Business Support,4
8849950741fffff,Education,2
8849950741fffff,Health,15
8849950741fffff,Hospitality,46
8849950741fffff,Manufacturing,36
8849950741fffff,Other,68
8849950741fffff,Professional Service,1
8849950741fffff,Real Estate,7
8849950741fffff,Retail,151
8849950741fffff,Wholesale,2
8849950743fffff,Art/Culture,4
8849950743fffff,Business Support,3
8849950743fffff,Education,37
8849950743fffff,Financial,3
8849950743fffff,Health,20
8849950743fffff,Hospitality,64
8849950743fffff,Manufacturing,385
8849950743fffff,Other,112
8849950743fffff,Professional Service,11
8849950743fffff,Real Estate,6
8849950743fffff,Retail,415
8849950743fffff,Transportation,505
8849950743fffff,Wholesale,86
8849950745fffff,Art/Culture,24
8849950745fffff,Business Support,1
8849950745fffff,Education,21
8849950745fffff,Energy,344
8849950745fffff,Financial,1
8849950745fffff,Health,76
8849950745fffff,Hospitality,106
8849950745fffff,Manufacturing,73
8849950745fffff,Other,132
8849950745fffff,Professional Service,8
8849950745fffff,Public Administration,26
8849950745fffff,Real Estate,18
8849950745fffff,Retail,446
8849950745fffff,Wholesale,12
8849950747fffff,Art/Culture,9
8849950747fffff,Business Support,4
8849950747fffff,Education,17
8849950747fffff,Health,2
8849950747fffff,Hospitality,31
8849950747fffff,Manufacturing,48
8849950747fffff,Other,15
8849950747fffff,Real Estate,3
8849950747fffff,Retail,78
8849950747fffff,Transportation,9
8849950747fffff,Wholesale,6
8849950749fffff,Art/Culture,3
8849950749fffff,Hospitality,3
8849950749fffff,Manufacturing,3
8849950749fffff,Other,3
8849950749fffff,Retail,62
8849950749fffff,Transportation,18
884995074bfffff,Art/Culture,20
884995074bfffff,Business Support,11
884995074bfffff,Construction,8
884995074bfffff,Education,166
884995074bfffff,Financial,23
884995074bfffff,Health,536
884995074bfffff,Hospitality,161
884995074bfffff,Information,6
884995074bfffff,Manufacturing,201
884995074bfffff,Other,108
884995074bfffff,Professional Service,25
884995074bfffff,Public Administration,13
884995074bfffff,Real Estate,2
884995074bfffff,Retail,411
884995074bfffff,Wholesale,16
8849950757fffff,Art/Culture,4
8849950757fffff,Business Support,1
8849950757fffff,Education,49
8849950757fffff,Hospitality,41
8849950757fffff,Manufacturing,13
8849950757fffff,Other,12
8849950757fffff,Public Administration,4
8849950757fffff,Retail,121
8849950759fffff,Art/Culture,6
8849950759fffff,Business Support,7
8849950759fffff,Education,21
8849950759fffff,Health,16
8849950759fffff,Hospitality,34
8849950759fffff,Manufacturing,37
8849950759fffff,Other,55
8849950759fffff,Real Estate,2
8849950759fffff,Retail,137
8849950759fffff,Transportation,11
884995075dfffff,Education,2
884995075dfffff,Health,22
884995075dfffff,Hospitality,5
884995075dfffff,Information,3
884995075dfffff,Manufacturing,23
884995075dfffff,Other,17
884995075dfffff,Professional Service,3
884995075dfffff,Real Estate,3
884995075dfffff,Retail,33
8849950769fffff,Art/Culture,22
8849950769fffff,Business Support,8
8849950769fffff,Education,95
8849950769fffff,Financial,1
8849950769fffff,Health,55
8849950769fffff,Hospitality,79
8849950769fffff,Information,4
8849950769fffff,Manufacturing,55
8849950769fffff,Other,158
8849950769fffff,Professional Service,7
8849950769fffff,Public Administration,5
8849950769fffff,Real Estate,11
8849950769fffff,Retail,448
8849950769fffff,Transportation,8
8849950769fffff,Wholesale,48
884995076dfffff,Art/Culture,4
884995076dfffff,Construction,3
884995076dfffff,Education,31
884995076dfffff,Energy,2
884995076dfffff,Financial,27
884995076dfffff,Health,22
884995076dfffff,Hospitality,21
884995076dfffff,Information,1
884995076dfffff,Manufacturing,62
884995076dfffff,Other,67
884995076dfffff,Public Administration,6
884995076dfffff,Real Estate,2
884995076dfffff,Retail,193
884995076dfffff,Wholesale,10
8849950c8bfffff,Health,6
8849950c8bfffff,Hospitality,2
8849950c8bfffff,Manufacturing,11
8849950c8bfffff,Other,5
8849950c8bfffff,Retail,20
8849950cd7fffff,Art/Culture,21
8849950cd7fffff,Business Support,5
8849950cd7fffff,Education,51
8849950cd7fffff,Health,21
8849950cd7fffff,Hospitality,30
8849950cd7fffff,Information,1
8849950cd7fffff,Manufacturing,22
8849950cd7fffff,Other,30
8849950cd7fffff,Professional Service,3
8849950cd7fffff,Public Administration,7
8849950cd7fffff,Retail,202
8849950cd7fffff,Wholesale,6
8849950e01fffff,Education,1
8849950e01fffff,Hospitality,21
8849950e01fffff,Manufacturing,33
8849950e01fffff,Other,33
8849950e01fffff,Professional Service,3
8849950e01fffff,Real Estate,2
8849950e01fffff,Retail,44
8849950e01fffff,Transportation,27
8849950e03fffff,Art/Culture,43
8849950e03fffff,Business Support,21
8849950e03fffff,Education,251
8849950e03fffff,Energy,33
8849950e03fffff,Financial,12
8849950e03fffff,Health,131
8849950e03fffff,Hospitality,393
8849950e03fffff,Information,2
8849950e03fffff,Manufacturing,328
8849950e03fffff,Other,342
8849950e03fffff,Professional Service,76
8849950e03fffff,Public Administration,422
8849950e03fffff,Real Estate,23
8849950e03fffff,Retail,1153
8849950e03fffff,Transportation,9
8849950e03fffff,Wholesale,31
8849950e07fffff,Education,2
8849950e07fffff,Hospitality,5
8849950e07fffff,Manufacturing,270
8849950e07fffff,Other,32
8849950e07fffff,Professional Service,3
8849950e07fffff,Retail,30
8849950e07fffff,Wholesale,2
8849950e09fffff,Art/Culture,13
8849950e09fffff,Business Support,4
8849950e09fffff,Education,105
8849950e09fffff,Energy,1
8849950e09fffff,Health,22
8849950e09fffff,Hospitality,94
8849950e09fffff,Information,1
8849950e09fffff,Manufacturing,153
8849950e09fffff,Other,72
8849950e09fffff,Professional Service,3
8849950e09fffff,Real Estate,4
8849950e09fffff,Retail,180
8849950e09fffff,Wholesale,26
8849950e0bfffff,Art/Culture,16
8849950e0bfffff,Business Support,16
8849950e0bfffff,Education,5
8849950e0bfffff,Financial,4
8849950e0bfffff,Health,14
8849950e0bfffff,Hospitality,112
8849950e0bfffff,Manufacturing,213
8849950e0bfffff,Other,76
8849950e0bfffff,Professional Service,11
8849950e0bfffff,Real Estate,8
8849950e0bfffff,Retail,270
8849950e0bfffff,Transportation,1
8849950e0bfffff,Wholesale,11
8849950e39fffff,Business Support,3
8849950e39fffff,Health,96
8849950e39fffff,Hospitality,43
8849950e39fffff,Manufacturing,27
8849950e39fffff,Other,31
8849950e39fffff,Professional Service,4
8849950e39fffff,Real Estate,5
8849950e39fffff,Retail,66
8849950e39fffff,Wholesale,8
8849950e43fffff,Art/Culture,2
8849950e43fffff,Education,46
8849950e43fffff,Health,14
8849950e43fffff,Hospitality,59
8849950e43fffff,Manufacturing,80
8849950e43fffff,Other,46
8849950e43fffff,Professional Service,4
8849950e43fffff,Public Administration,9
8849950e43fffff,Real Estate,4
8849950e43fffff,Retail,140
8849950e43fffff,Wholesale,1
8849950e53fffff,Art/Culture,6
8849950e53fffff,Hospitality,18
8849950e53fffff,Manufacturing,4
8849950e53fffff,Other,8
8849950e53fffff,Real Estate,26
8849950e53fffff,Retail,38
8849950e53fffff,Wholesale,2
8849950e55fffff,Art/Culture,7
8849950e55fffff,Education,29
8849950e55fffff,Health,2
8849950e55fffff,Hospitality,83
8849950e55fffff,Manufacturing,34
8849950e55fffff,Other,16
8849950e55fffff,Retail,82
8849950e55fffff,Transportation,12
8849950e5bfffff,Art/Culture,2
8849950e5bfffff,Business Support,9
8849950e5bfffff,Education,108
8849950e5bfffff,Financial,36
8849950e5bfffff,Health,45
8849950e5bfffff,Hospitality,86
8849950e5bfffff,Manufacturing,66
8849950e5bfffff,Other,118
8849950e5bfffff,Professional Service,50
8849950e5bfffff,Public Administration,1
8849950e5bfffff,Real Estate,13
8849950e5bfffff,Retail,245
8849950e5bfffff,Wholesale,46
8849950e91fffff,Art/Culture,3
8849950e91fffff,Business Support,1
8849950e91fffff,Education,38
8849950e91fffff,Financial,2
8849950e91fffff,Health,20
8849950e91fffff,Hospitality,52
8849950e91fffff,Information,2
8849950e91fffff,Manufacturing,56
8849950e91fffff,Other,59
8849950e91fffff,Professional Service,2
8849950e91fffff,Public Administration,4
8849950e91fffff,Real Estate,4
8849950e91fffff,Retail,330
8849950e91fffff,Wholesale,19
8849950e93fffff,Business Support,1
8849950e93fffff,Education,47
8849950e93fffff,Health,6
8849950e93fffff,Hospitality,20
8849950e93fffff,Manufacturing,44
8849950e93fffff,Other,24
8849950e93fffff,Retail,139
8849950e93fffff,Wholesale,2
8849950e95fffff,Manufacturing,2
8849950e95fffff,Retail,27
8849950e9bfffff,Health,3
8849950e9bfffff,Hospitality,14
8849950e9bfffff,Manufacturing,16
8849950e9bfffff,Other,31
8849950e9bfffff,Retail,100
8849950e9bfffff,Wholesale,6
8849951013fffff,Education,8
8849951013fffff,Health,7
8849951013fffff,Hospitality,24
8849951013fffff,Manufacturing,21
8849951013fffff,Other,5
8849951013fffff,Professional Service,2
8849951013fffff,Real Estate,2
8849951013fffff,Retail,140
8849951013fffff,Transportation,3
8849951013fffff,Wholesale,23
8849951083fffff,Art/Culture,3
8849951083fffff,Business Support,2
8849951083fffff,Education,106
8849951083fffff,Health,13
8849951083fffff,Hospitality,50
8849951083fffff,Manufacturing,13
8849951083fffff,Other,61
8849951083fffff,Public Administration,78
8849951083fffff,Real Estate,36
8849951083fffff,Retail,62
8849951083fffff,Wholesale,8
8849951085fffff,Art/Culture,26
8849951085fffff,Business Support,1
8849951085fffff,Education,55
8849951085fffff,Energy,4
8849951085fffff,Health,7
8849951085fffff,Hospitality,24
8849951085fffff,Information,4
8849951085fffff,Manufacturing,102
8849951085fffff,Other,29
8849951085fffff,Professional Service,3
8849951085fffff,Public Administration,26
8849951085fffff,Real Estate,13
8849951085fffff,Retail,147
8849951085fffff,Wholesale,3
8849951087fffff,Art/Culture,10
8849951087fffff,Business Support,7
8849951087fffff,Education,29
8849951087fffff,Health,24
8849951087fffff,Hospitality,60
8849951087fffff,Manufacturing,57
8849951087fffff,Other,98
8849951087fffff,Professional Service,22
8849951087fffff,Public Administration,41
8849951087fffff,Real Estate,1
8849951087fffff,Retail,146
8849951087fffff,Wholesale,23
8849951089fffff,Art/Culture,2
8849951089fffff,Business Support,7
8849951089fffff,Construction,1
8849951089fffff,Education,98
8849951089fffff,Financial,14
8849951089fffff,Health,27
8849951089fffff,Hospitality,132
8849951089fffff,Manufacturing,574
8849951089fffff,Other,122
8849951089fffff,Professional Service,9
8849951089fffff,Retail,284
8849951089fffff,Wholesale,2
8849951091fffff,5417,48
8849951091fffff,Art/Culture,6
8849951091fffff,Health,3
8849951091fffff,Hospitality,17
8849951091fffff,Manufacturing,11
8849951091fffff,Other,7
8849951091fffff,Real Estate,9
8849951091fffff,Retail,54
8849951093fffff,Art/Culture,5
8849951093fffff,Education,19
8849951093fffff,Health,8
8849951093fffff,Hospitality,23
8849951093fffff,Manufacturing,62
8849951093fffff,Other,41
8849951093fffff,Professional Service,8
8849951093fffff,Real Estate,4
8849951093fffff,Retail,183
8849951093fffff,Transportation,210
