geomid,naics,workers
884995a947fffff,Transportation,241
884995a947fffff,Wholesale,146
884995a94dfffff,Art/Culture,174
884995a94dfffff,Business Support,82
884995a94dfffff,Construction,3
884995a94dfffff,Education,204
884995a94dfffff,Energy,526
884995a94dfffff,Financial,53
884995a94dfffff,Health,184
884995a94dfffff,Hospitality,353
884995a94dfffff,Information,4
884995a94dfffff,Manufacturing,85
884995a94dfffff,Other,172
884995a94dfffff,Professional Service,344
884995a94dfffff,Public Administration,808
884995a94dfffff,Real Estate,42
884995a94dfffff,Retail,345
884995a94dfffff,Wholesale,4
884995a951fffff,Art/Culture,8
884995a951fffff,Business Support,17
884995a951fffff,Construction,66
884995a951fffff,Education,173
884995a951fffff,Health,53
884995a951fffff,Hospitality,146
884995a951fffff,Manufacturing,94
884995a951fffff,Other,226
884995a951fffff,Professional Service,20
884995a951fffff,Public Administration,12
884995a951fffff,Retail,666
884995a951fffff,Wholesale,15
884995a953fffff,Art/Culture,111
884995a953fffff,Business Support,34
884995a953fffff,Education,383
884995a953fffff,Energy,7
884995a953fffff,Financial,82
884995a953fffff,Health,156
884995a953fffff,Hospitality,681
884995a953fffff,Information,32
884995a953fffff,Manufacturing,138
884995a953fffff,Other,303
884995a953fffff,Professional Service,12
884995a953fffff,Public Administration,17
884995a953fffff,Real Estate,22
884995a953fffff,Retail,1116
884995a953fffff,Transportation,73
884995a953fffff,Wholesale,312
884995a955fffff,Art/Culture,7
884995a955fffff,Business Support,4
884995a955fffff,Construction,30
884995a955fffff,Education,35
884995a955fffff,Energy,6
884995a955fffff,Financial,89
884995a955fffff,Health,38
884995a955fffff,Hospitality,168
884995a955fffff,Manufacturing,225
884995a955fffff,Other,231
884995a955fffff,Professional Service,19
884995a955fffff,Public Administration,18
884995a955fffff,Real Estate,13
884995a955fffff,Retail,790
884995a955fffff,Transportation,141
884995a955fffff,Wholesale,31
884995a957fffff,Agriculture,2
884995a957fffff,Art/Culture,9
884995a957fffff,Business Support,8
884995a957fffff,Education,227
884995a957fffff,Energy,32
884995a957fffff,Financial,42
884995a957fffff,Health,94
884995a957fffff,Hospitality,131
884995a957fffff,Information,12
884995a957fffff,Manufacturing,188
884995a957fffff,Other,118
884995a957fffff,Professional Service,18
884995a957fffff,Public Administration,93
884995a957fffff,Real Estate,3
884995a957fffff,Retail,780
884995a957fffff,Transportation,160
884995a957fffff,Wholesale,363
884995a95bfffff,Art/Culture,11
884995a95bfffff,Business Support,13
884995a95bfffff,Education,279
884995a95bfffff,Energy,2
884995a95bfffff,Health,51
884995a95bfffff,Hospitality,78
884995a95bfffff,Information,3
884995a95bfffff,Manufacturing,17
884995a95bfffff,Other,103
884995a95bfffff,Professional Service,17
884995a95bfffff,Public Administration,58
884995a95bfffff,Real Estate,4
884995a95bfffff,Retail,227
884995a95dfffff,Art/Culture,5
884995a95dfffff,Business Support,3
884995a95dfffff,Education,112
884995a95dfffff,Health,55
884995a95dfffff,Hospitality,63
884995a95dfffff,Manufacturing,69
884995a95dfffff,Other,75
884995a95dfffff,Professional Service,6
884995a95dfffff,Real Estate,3
884995a95dfffff,Retail,524
884995a95dfffff,Wholesale,11
884995a961fffff,Art/Culture,6
884995a961fffff,Business Support,7
884995a961fffff,Construction,4
884995a961fffff,Education,83
884995a961fffff,Energy,22
884995a961fffff,Health,18
884995a961fffff,Hospitality,95
884995a961fffff,Manufacturing,46
884995a961fffff,Other,126
884995a961fffff,Professional Service,4
884995a961fffff,Public Administration,13
884995a961fffff,Real Estate,9
884995a961fffff,Retail,330
884995a961fffff,Wholesale,3
884995a963fffff,Art/Culture,59
884995a963fffff,Business Support,6
884995a963fffff,Education,96
884995a963fffff,Energy,8
884995a963fffff,Financial,67
884995a963fffff,Health,15
884995a963fffff,Hospitality,247
884995a963fffff,Information,48
884995a963fffff,Manufacturing,20
884995a963fffff,Other,62
884995a963fffff,Professional Service,2
884995a963fffff,Real Estate,15
884995a963fffff,Retail,750
884995a963fffff,Transportation,4
884995a963fffff,Wholesale,12
884995a965fffff,Art/Culture,4
884995a965fffff,Business Support,10
884995a965fffff,Education,276
884995a965fffff,Energy,15
884995a965fffff,Financial,61
884995a965fffff,Health,63
884995a965fffff,Hospitality,152
884995a965fffff,Manufacturing,42
884995a965fffff,Other,127
884995a965fffff,Real Estate,205
884995a965fffff,Retail,725
884995a965fffff,Transportation,20
884995a965fffff,Wholesale,13
884995a967fffff,Art/Culture,23
884995a967fffff,Business Support,4
884995a967fffff,Education,431
884995a967fffff,Financial,37
884995a967fffff,Health,42
884995a967fffff,Hospitality,126
884995a967fffff,Manufacturing,75
884995a967fffff,Other,119
884995a967fffff,Professional Service,16
884995a967fffff,Public Administration,5
884995a967fffff,Real Estate,6
884995a967fffff,Retail,608
884995a967fffff,Transportation,12
884995a969fffff,Art/Culture,3
884995a969fffff,Business Support,9
884995a969fffff,Education,663
884995a969fffff,Financial,8
884995a969fffff,Health,12
884995a969fffff,Hospitality,81
884995a969fffff,Information,8
884995a969fffff,Manufacturing,18
884995a969fffff,Other,80
884995a969fffff,Professional Service,29
884995a969fffff,Public Administration,97
884995a969fffff,Real Estate,14
884995a969fffff,Retail,194
884995a969fffff,Transportation,25
884995a969fffff,Wholesale,254
884995a96bfffff,Art/Culture,9
884995a96bfffff,Business Support,6
884995a96bfffff,Education,96
884995a96bfffff,Financial,1
884995a96bfffff,Health,16
884995a96bfffff,Hospitality,113
884995a96bfffff,Manufacturing,95
884995a96bfffff,Other,194
884995a96bfffff,Professional Service,15
884995a96bfffff,Real Estate,16
884995a96bfffff,Retail,751
884995a96bfffff,Wholesale,72
884995a96dfffff,Art/Culture,27
884995a96dfffff,Business Support,11
884995a96dfffff,Education,268
884995a96dfffff,Financial,4
884995a96dfffff,Health,202
884995a96dfffff,Hospitality,154
884995a96dfffff,Manufacturing,166
884995a96dfffff,Other,252
884995a96dfffff,Professional Service,31
884995a96dfffff,Public Administration,46
884995a96dfffff,Real Estate,12
884995a96dfffff,Retail,755
884995a96dfffff,Wholesale,13
884995a981fffff,Art/Culture,35
884995a981fffff,Business Support,9
884995a981fffff,Education,184
884995a981fffff,Health,504
884995a981fffff,Hospitality,158
884995a981fffff,Information,3
884995a981fffff,Manufacturing,156
884995a981fffff,Other,257
884995a981fffff,Professional Service,20
884995a981fffff,Public Administration,4
884995a981fffff,Real Estate,4
884995a981fffff,Retail,742
884995a981fffff,Wholesale,5
884995a983fffff,Art/Culture,20
884995a983fffff,Business Support,14
884995a983fffff,Education,258
884995a983fffff,Energy,19
884995a983fffff,Financial,27
884995a983fffff,Health,107
884995a983fffff,Hospitality,167
884995a983fffff,Manufacturing,202
884995a983fffff,Other,160
884995a983fffff,Professional Service,8
884995a983fffff,Public Administration,86
884995a983fffff,Real Estate,13
884995a983fffff,Retail,606
884995a983fffff,Transportation,222
884995a983fffff,Wholesale,7
884995a985fffff,Art/Culture,27
884995a985fffff,Business Support,13
884995a985fffff,Construction,8
884995a985fffff,Education,177
884995a985fffff,Financial,6
884995a985fffff,Health,104
884995a985fffff,Hospitality,199
884995a985fffff,Manufacturing,155
884995a985fffff,Other,386
884995a985fffff,Professional Service,37
884995a985fffff,Public Administration,68
884995a985fffff,Real Estate,13
884995a985fffff,Retail,899
884995a985fffff,Transportation,267
884995a985fffff,Wholesale,49
884995a987fffff,Art/Culture,7
884995a987fffff,Business Support,14
884995a987fffff,Education,40
884995a987fffff,Energy,3
884995a987fffff,Health,45
884995a987fffff,Hospitality,101
884995a987fffff,Manufacturing,95
884995a987fffff,Other,162
884995a987fffff,Professional Service,16
884995a987fffff,Public Administration,42
884995a987fffff,Real Estate,9
884995a987fffff,Retail,560
884995a987fffff,Wholesale,9
884995a989fffff,Art/Culture,37
884995a989fffff,Business Support,15
884995a989fffff,Education,69
884995a989fffff,Health,34
884995a989fffff,Hospitality,89
884995a989fffff,Information,4
884995a989fffff,Manufacturing,83
884995a989fffff,Other,160
884995a989fffff,Professional Service,5
884995a989fffff,Public Administration,25
884995a989fffff,Real Estate,5
884995a989fffff,Retail,683
884995a989fffff,Wholesale,27
884995a98bfffff,Art/Culture,7
884995a98bfffff,Business Support,20
884995a98bfffff,Education,40
884995a98bfffff,Financial,8
884995a98bfffff,Health,12
884995a98bfffff,Hospitality,66
884995a98bfffff,Information,1
884995a98bfffff,Manufacturing,74
884995a98bfffff,Other,122
884995a98bfffff,Professional Service,1
884995a98bfffff,Real Estate,4
884995a98bfffff,Retail,326
884995a98bfffff,Transportation,78
884995a98bfffff,Wholesale,18
884995a98dfffff,Art/Culture,7
884995a98dfffff,Business Support,4
884995a98dfffff,Education,343
884995a98dfffff,Health,13
884995a98dfffff,Hospitality,102
884995a98dfffff,Manufacturing,52
884995a98dfffff,Other,115
884995a98dfffff,Professional Service,5
884995a98dfffff,Public Administration,4
884995a98dfffff,Real Estate,3
884995a98dfffff,Retail,454
884995a98dfffff,Wholesale,3
884995a991fffff,Art/Culture,1
884995a991fffff,Business Support,1
884995a991fffff,Education,39
884995a991fffff,Energy,4
884995a991fffff,Health,4
884995a991fffff,Hospitality,95
884995a991fffff,Manufacturing,83
884995a991fffff,Other,114
884995a991fffff,Professional Service,32
884995a991fffff,Retail,361
884995a991fffff,Wholesale,18
884995a993fffff,Art/Culture,10
884995a993fffff,Business Support,12
884995a993fffff,Education,15
884995a993fffff,Health,27
884995a993fffff,Hospitality,94
884995a993fffff,Manufacturing,154
884995a993fffff,Other,152
884995a993fffff,Professional Service,9
884995a993fffff,Real Estate,1
884995a993fffff,Retail,627
884995a993fffff,Wholesale,20
884995a997fffff,Art/Culture,10
884995a997fffff,Business Support,8
884995a997fffff,Education,5
884995a997fffff,Health,8
884995a997fffff,Hospitality,49
884995a997fffff,Manufacturing,70
884995a997fffff,Other,87
884995a997fffff,Professional Service,5
884995a997fffff,Public Administration,60
884995a997fffff,Retail,325
884995a997fffff,Wholesale,6
884995a999fffff,Art/Culture,14
884995a999fffff,Education,29
884995a999fffff,Health,11
884995a999fffff,Hospitality,42
884995a999fffff,Information,4
884995a999fffff,Manufacturing,58
884995a999fffff,Other,41
884995a999fffff,Real Estate,15
884995a999fffff,Retail,167
884995a999fffff,Wholesale,6
884995a99bfffff,Art/Culture,32
884995a99bfffff,Business Support,4
884995a99bfffff,Construction,9
